datetime,open,high,low,close,volume
2024-01-02T15:08:00+00:00,16483.83,16484.95,16483.44,16484.11,445
2024-01-02T15:09:00+00:00,16482.15,16484.23,16480.14,16483.5,339
2024-01-02T15:10:00+00:00,16482.23,16482.76,16481.14,16482.26,484
2024-01-02T15:11:00+00:00,16482.09,16484.23,16481.62,16483.19,474
2024-01-02T15:12:00+00:00,16481.78,16483.37,16480.81,16482.06,325
2024-01-02T15:13:00+00:00,16479.56,16480.3,16477.24,16478.67,215
2024-01-02T15:14:00+00:00,16480.63,16484.21,16480.58,16482.93,362
2024-01-02T15:15:00+00:00,16483.61,16484.67,16483.33,16483.37,299
2024-01-02T15:16:00+00:00,16485.98,16488.07,16483.7,16483.99,55
2024-01-02T15:17:00+00:00,16482.78,16483.25,16481.56,16483.18,334
2024-01-02T15:18:00+00:00,16482.32,16484.0,16482.18,16482.89,163
2024-01-02T15:19:00+00:00,16482.11,16483.43,16481.12,16482.83,333
2024-01-02T15:20:00+00:00,16480.33,16481.53,16480.05,16480.46,178
2024-01-02T15:21:00+00:00,16479.09,16480.85,16477.27,16480.06,440
2024-01-02T15:22:00+00:00,16478.05,16479.39,16476.33,16478.43,355
2024-01-02T15:23:00+00:00,16476.6,16477.28,16475.79,16476.98,141
2024-01-02T15:24:00+00:00,16476.7,16476.96,16474.87,16475.81,114
2024-01-02T15:25:00+00:00,16475.46,16475.61,16475.21,16475.32,195
2024-01-02T15:26:00+00:00,16474.24,16474.6,16472.92,16474.19,470
2024-01-02T15:27:00+00:00,16474.02,16475.64,16472.75,16473.6,127
2024-01-02T15:28:00+00:00,16475.52,16479.14,16472.55,16474.05,360
2024-01-02T15:29:00+00:00,16476.3,16476.74,16475.14,16476.55,276
2024-01-02T15:30:00+00:00,16477.21,16477.88,16472.67,16475.5,100
2024-01-02T15:31:00+00:00,16478.65,16479.07,16476.33,16478.04,130
2024-01-02T15:32:00+00:00,16479.24,16480.27,16478.25,16478.75,66
2024-01-02T15:33:00+00:00,16476.39,16477.74,16475.13,16477.35,401
2024-01-02T15:34:00+00:00,16476.97,16478.52,16476.4,16476.67,108
2024-01-02T15:35:00+00:00,16474.2,16476.78,16472.98,16474.9,86
2024-01-02T15:36:00+00:00,16478.93,16480.19,16476.26,16477.4,289
2024-01-02T15:37:00+00:00,16477.05,16478.37,16475.95,16476.45,302
2024-01-02T15:38:00+00:00,16475.32,16477.09,16475.1,16475.83,167
2024-01-02T15:39:00+00:00,16475.97,16478.6,16473.02,16474.36,441
2024-01-02T15:40:00+00:00,16473.45,16475.58,16471.73,16475.08,192
2024-01-02T15:41:00+00:00,16474.86,16476.24,16473.81,16475.32,96
2024-01-02T15:42:00+00:00,16472.59,16473.1,16471.66,16472.32,303
2024-01-02T15:43:00+00:00,16473.8,16476.43,16472.41,16475.84,282
2024-01-02T15:44:00+00:00,16475.78,16477.78,16474.3,16476.4,50
2024-01-02T15:45:00+00:00,16472.22,16472.88,16471.57,16471.97,235
2024-01-02T15:46:00+00:00,16470.44,16470.94,16470.37,16470.8,197
2024-01-02T15:47:00+00:00,16471.07,16474.81,16468.83,16472.48,361
2024-01-02T15:48:00+00:00,16471.98,16473.17,16471.26,16472.98,480
2024-01-02T15:49:00+00:00,16474.47,16476.15,16471.88,16473.4,305
2024-01-02T15:50:00+00:00,16475.08,16476.32,16473.73,16475.12,283
2024-01-02T15:51:00+00:00,16474.92,16476.61,16474.24,16475.35,500
2024-01-02T15:52:00+00:00,16476.27,16478.6,16475.13,16476.26,186
2024-01-02T15:53:00+00:00,16479.29,16479.77,16477.0,16478.53,387
2024-01-02T15:54:00+00:00,16477.94,16478.2,16475.86,16477.28,283
2024-01-02T15:55:00+00:00,16478.4,16479.28,16476.42,16476.53,246
2024-01-02T15:56:00+00:00,16478.67,16479.2,16477.97,16478.58,247
2024-01-02T15:57:00+00:00,16475.19,16475.59,16473.3,16473.86,68
2024-01-02T15:58:00+00:00,16478.89,16479.37,16477.13,16477.43,283
2024-01-02T15:59:00+00:00,16477.22,16479.41,16474.57,16476.87,88
2024-01-02T16:00:00+00:00,16472.01,16473.57,16469.71,16471.09,486
2024-01-02T16:01:00+00:00,16468.1,16469.72,16467.25,16467.73,438
2024-01-02T16:02:00+00:00,16466.07,16466.66,16465.23,16465.63,166
2024-01-02T16:03:00+00:00,16464.48,16465.87,16462.77,16463.75,496
2024-01-02T16:04:00+00:00,16465.72,16466.0,16465.24,16465.42,233
2024-01-02T16:05:00+00:00,16465.8,16467.88,16465.5,16466.36,455
2024-01-02T16:06:00+00:00,16467.0,16467.75,16465.5,16466.08,348
2024-01-02T16:07:00+00:00,16464.95,16465.1,16464.03,16465.07,54
2024-01-02T16:08:00+00:00,16465.8,16467.53,16463.21,16466.06,350
2024-01-02T16:09:00+00:00,16467.88,16470.61,16466.65,16470.13,204
2024-01-02T16:10:00+00:00,16469.7,16469.79,16467.12,16468.53,408
2024-01-02T16:11:00+00:00,16467.36,16470.28,16466.55,16469.76,339
2024-01-02T16:12:00+00:00,16469.29,16472.15,16469.22,16471.71,196
2024-01-02T16:13:00+00:00,16466.5,16466.77,16465.12,16465.92,147
2024-01-02T16:14:00+00:00,16463.51,16465.78,16462.62,16464.05,371
2024-01-02T16:15:00+00:00,16461.48,16462.95,16460.79,16461.36,424
2024-01-02T16:16:00+00:00,16465.94,16467.04,16463.84,16464.48,498
2024-01-02T16:17:00+00:00,16469.01,16470.95,16466.84,16468.01,181
2024-01-02T16:18:00+00:00,16471.42,16473.06,16469.93,16472.86,289
2024-01-02T16:19:00+00:00,16470.03,16472.36,16469.07,16469.57,420
2024-01-02T16:20:00+00:00,16468.11,16470.51,16467.1,16469.24,185
2024-01-02T16:21:00+00:00,16469.06,16470.47,16467.48,16469.64,349
2024-01-02T16:22:00+00:00,16468.4,16469.7,16465.35,16467.0,337
2024-01-02T16:23:00+00:00,16467.76,16470.09,16466.4,16469.06,287
2024-01-02T16:24:00+00:00,16469.33,16469.68,16468.36,16469.32,302
2024-01-02T16:25:00+00:00,16469.46,16470.62,16469.14,16469.42,239
2024-01-02T16:26:00+00:00,16466.49,16468.61,16466.45,16468.19,262
2024-01-02T16:27:00+00:00,16465.6,16467.72,16463.36,16465.25,193
2024-01-02T16:28:00+00:00,16468.37,16469.39,16466.28,16466.62,401
2024-01-02T16:29:00+00:00,16466.49,16468.88,16466.16,16468.62,191
2024-01-02T16:30:00+00:00,16468.22,16469.41,16467.32,16468.33,355
2024-01-02T16:31:00+00:00,16465.66,16467.46,16462.28,16465.4,452
2024-01-02T16:32:00+00:00,16464.64,16465.6,16464.13,16464.79,218
2024-01-02T16:33:00+00:00,16468.88,16469.68,16466.92,16467.47,124
2024-01-02T16:34:00+00:00,16471.11,16471.83,16470.68,16471.28,233
2024-01-02T16:35:00+00:00,16470.51,16470.85,16469.22,16469.88,76
2024-01-02T16:36:00+00:00,16472.37,16472.65,16470.96,16472.04,353
2024-01-02T16:37:00+00:00,16473.09,16473.43,16472.86,16472.98,451
2024-01-02T16:38:00+00:00,16474.36,16476.23,16470.1,16474.6,483
2024-01-02T16:39:00+00:00,16475.46,16479.57,16475.3,16476.94,87
2024-01-02T16:40:00+00:00,16477.38,16478.46,16476.25,16477.96,414
2024-01-02T16:41:00+00:00,16474.85,16479.19,16474.6,16477.89,359
2024-01-02T16:42:00+00:00,16473.19,16474.59,16472.1,16473.43,493
2024-01-02T16:43:00+00:00,16471.07,16471.8,16469.99,16471.65,282
2024-01-02T16:44:00+00:00,16468.98,16469.94,16467.98,16468.07,401
2024-01-02T16:45:00+00:00,16473.49,16473.75,16472.67,16473.14,99
2024-01-02T16:46:00+00:00,16472.52,16473.67,16471.03,16473.36,393
2024-01-02T16:47:00+00:00,16472.97,16473.98,16471.23,16472.95,494
2024-01-02T16:48:00+00:00,16472.95,16473.96,16471.78,16472.92,129
2024-01-02T16:49:00+00:00,16474.23,16476.03,16472.63,16474.09,238
2024-01-02T16:50:00+00:00,16476.09,16477.35,16473.93,16475.83,368
2024-01-02T16:51:00+00:00,16473.68,16476.51,16473.23,16473.78,474
2024-01-02T16:52:00+00:00,16474.11,16476.12,16473.12,16474.1,142
2024-01-02T16:53:00+00:00,16474.01,16474.55,16472.34,16472.73,374
2024-01-02T16:54:00+00:00,16474.2,16474.42,16472.91,16473.59,209
2024-01-02T16:55:00+00:00,16474.38,16474.84,16473.19,16473.4,76
2024-01-02T16:56:00+00:00,16477.44,16477.59,16475.56,16476.74,360
2024-01-02T16:57:00+00:00,16476.68,16477.42,16476.09,16477.4,270
2024-01-02T16:58:00+00:00,16480.19,16481.0,16478.49,16478.8,356
2024-01-02T16:59:00+00:00,16481.27,16483.2,16480.3,16480.99,441
2024-01-02T17:00:00+00:00,16481.39,16482.02,16480.86,16481.92,410
2024-01-02T17:01:00+00:00,16482.62,16483.95,16481.65,16483.4,253
2024-01-02T17:02:00+00:00,16482.73,16484.78,16481.72,16484.46,343
2024-01-02T17:03:00+00:00,16480.07,16481.76,16478.89,16481.46,216
2024-01-02T17:04:00+00:00,16484.69,16485.14,16481.32,16482.15,104
2024-01-02T17:05:00+00:00,16484.86,16486.94,16484.68,16485.75,208
2024-01-02T17:06:00+00:00,16484.29,16485.3,16483.3,16484.83,149
2024-01-02T17:07:00+00:00,16483.5,16483.81,16480.4,16482.6,467
2024-01-02T17:08:00+00:00,16483.78,16484.52,16482.34,16483.5,88
2024-01-02T17:09:00+00:00,16486.81,16489.37,16486.74,16487.36,439
2024-01-02T17:10:00+00:00,16483.12,16485.53,16482.06,16484.37,371
2024-01-02T17:11:00+00:00,16483.17,16485.83,16482.84,16484.17,457
2024-01-02T17:12:00+00:00,16483.61,16483.65,16482.38,16482.77,475
2024-01-02T17:13:00+00:00,16483.34,16485.07,16483.27,16484.56,354
2024-01-02T17:14:00+00:00,16481.31,16482.03,16479.14,16480.18,464
2024-01-02T17:15:00+00:00,16479.61,16480.94,16478.74,16479.82,81
2024-01-02T17:16:00+00:00,16476.93,16480.49,16475.44,16477.58,70
2024-01-02T17:17:00+00:00,16478.01,16480.11,16477.47,16478.75,131
2024-01-02T17:18:00+00:00,16476.25,16477.59,16473.98,16474.15,373
2024-01-02T17:19:00+00:00,16474.32,16475.82,16473.26,16474.27,195
2024-01-02T17:20:00+00:00,16475.79,16476.15,16475.06,16475.35,389
2024-01-02T17:21:00+00:00,16475.5,16477.42,16475.13,16475.6,250
2024-01-02T17:22:00+00:00,16478.06,16478.83,16477.37,16478.03,115
2024-01-02T17:23:00+00:00,16475.23,16475.35,16472.89,16474.71,319
2024-01-02T17:24:00+00:00,16478.92,16478.93,16477.14,16478.21,224
2024-01-02T17:25:00+00:00,16483.69,16483.78,16482.02,16482.66,89
2024-01-02T17:26:00+00:00,16483.1,16483.18,16480.95,16481.05,388
2024-01-02T17:27:00+00:00,16478.86,16481.3,16478.01,16480.5,133
2024-01-02T17:28:00+00:00,16481.75,16483.58,16479.64,16479.71,236
2024-01-02T17:29:00+00:00,16479.96,16480.88,16479.39,16479.73,433
2024-01-02T17:30:00+00:00,16480.0,16483.73,16479.44,16480.62,149
2024-01-02T17:31:00+00:00,16475.12,16478.85,16474.99,16477.52,194
2024-01-02T17:32:00+00:00,16475.87,16476.67,16475.36,16476.32,496
2024-01-02T17:33:00+00:00,16479.27,16481.35,16478.19,16480.27,102
2024-01-02T17:34:00+00:00,16477.88,16479.26,16477.18,16478.9,312
2024-01-02T17:35:00+00:00,16480.99,16481.94,16480.71,16481.14,280
2024-01-02T17:36:00+00:00,16482.93,16484.01,16482.09,16483.39,91
2024-01-02T17:37:00+00:00,16485.29,16487.6,16484.32,16485.52,382
2024-01-02T17:38:00+00:00,16485.17,16486.99,16482.94,16486.35,438
2024-01-02T17:39:00+00:00,16485.27,16485.76,16484.73,16484.75,181
2024-01-02T17:40:00+00:00,16486.11,16487.22,16484.27,16486.62,171
2024-01-02T17:41:00+00:00,16487.26,16489.4,16486.23,16487.54,284
2024-01-02T17:42:00+00:00,16491.36,16491.36,16488.92,16489.98,417
2024-01-02T17:43:00+00:00,16489.37,16490.16,16488.79,16489.5,263
2024-01-02T17:44:00+00:00,16491.01,16491.18,16487.96,16489.4,452
2024-01-02T17:45:00+00:00,16490.22,16491.26,16488.41,16489.27,375
2024-01-02T17:46:00+00:00,16488.31,16489.43,16487.04,16487.85,386
2024-01-02T17:47:00+00:00,16487.64,16487.74,16486.54,16487.61,72
2024-01-02T17:48:00+00:00,16487.9,16489.66,16485.22,16486.56,295
2024-01-02T17:49:00+00:00,16481.37,16483.28,16480.49,16481.29,284
2024-01-02T17:50:00+00:00,16483.64,16486.33,16483.23,16483.91,253
2024-01-02T17:51:00+00:00,16485.99,16486.03,16483.05,16485.06,147
2024-01-02T17:52:00+00:00,16485.58,16486.1,16484.88,16485.2,273
2024-01-02T17:53:00+00:00,16488.65,16489.59,16486.3,16487.03,145
2024-01-02T17:54:00+00:00,16485.44,16486.84,16484.83,16486.17,90
2024-01-02T17:55:00+00:00,16480.29,16483.75,16479.39,16483.33,102
2024-01-02T17:56:00+00:00,16485.44,16486.96,16482.97,16484.61,229
2024-01-02T17:57:00+00:00,16485.24,16488.09,16484.37,16486.68,272
2024-01-02T17:58:00+00:00,16487.38,16487.54,16484.97,16485.71,460
2024-01-02T17:59:00+00:00,16484.0,16486.29,16483.14,16483.59,397
2024-01-02T18:00:00+00:00,16483.93,16486.07,16483.14,16485.22,340
2024-01-02T18:01:00+00:00,16485.97,16487.07,16485.3,16485.65,277
2024-01-02T18:02:00+00:00,16484.87,16485.32,16484.34,16485.09,108
2024-01-02T18:03:00+00:00,16485.01,16487.64,16484.34,16484.63,110
2024-01-02T18:04:00+00:00,16484.99,16486.32,16481.64,16482.23,301
2024-01-02T18:05:00+00:00,16488.91,16489.81,16488.58,16489.15,415
2024-01-02T18:06:00+00:00,16488.09,16490.2,16486.96,16487.42,83
2024-01-02T18:07:00+00:00,16489.11,16489.7,16488.44,16489.48,413
2024-01-02T18:08:00+00:00,16491.78,16493.82,16491.2,16492.44,121
2024-01-02T18:09:00+00:00,16493.21,16494.96,16492.01,16493.96,289
2024-01-02T18:10:00+00:00,16493.14,16494.08,16491.42,16493.75,418
2024-01-02T18:11:00+00:00,16500.63,16502.76,16499.79,16501.44,114
2024-01-02T18:12:00+00:00,16504.0,16504.56,16501.79,16503.16,449
2024-01-02T18:13:00+00:00,16506.69,16507.34,16506.06,16507.27,307
2024-01-02T18:14:00+00:00,16508.02,16508.91,16507.47,16508.43,413
2024-01-02T18:15:00+00:00,16509.92,16512.31,16509.8,16511.34,90
2024-01-02T18:16:00+00:00,16510.64,16510.84,16508.82,16509.3,307
2024-01-02T18:17:00+00:00,16511.39,16512.03,16510.9,16511.26,369
2024-01-02T18:18:00+00:00,16510.54,16513.27,16510.41,16511.98,73
2024-01-02T18:19:00+00:00,16512.2,16512.27,16509.85,16510.67,342
2024-01-02T18:20:00+00:00,16509.08,16509.1,16506.86,16507.6,297
2024-01-02T18:21:00+00:00,16513.48,16515.81,16512.75,16514.71,402
2024-01-02T18:22:00+00:00,16515.72,16515.8,16514.16,16514.97,417
2024-01-02T18:23:00+00:00,16513.49,16516.94,16512.49,16516.25,439
2024-01-02T18:24:00+00:00,16513.25,16514.47,16512.17,16512.27,99
2024-01-02T18:25:00+00:00,16515.71,16516.53,16513.69,16514.63,493
2024-01-02T18:26:00+00:00,16516.36,16518.9,16516.1,16518.12,313
2024-01-02T18:27:00+00:00,16516.79,16519.01,16516.78,16518.49,251
2024-01-02T18:28:00+00:00,16512.92,16514.21,16511.58,16513.12,481
2024-01-02T18:29:00+00:00,16513.26,16515.53,16512.53,16513.06,270
2024-01-02T18:30:00+00:00,16515.16,16516.07,16513.91,16514.28,337
2024-01-02T18:31:00+00:00,16515.24,16517.04,16514.6,16515.77,441
2024-01-02T18:32:00+00:00,16510.98,16512.13,16510.32,16510.69,241
2024-01-02T18:33:00+00:00,16512.21,16514.08,16510.67,16511.42,151
2024-01-02T18:34:00+00:00,16509.99,16510.69,16509.5,16510.6,315
2024-01-02T18:35:00+00:00,16505.98,16508.22,16505.87,16507.15,363
2024-01-02T18:36:00+00:00,16506.7,16508.24,16503.87,16505.06,310
2024-01-02T18:37:00+00:00,16503.66,16505.2,16501.56,16504.52,238
2024-01-02T18:38:00+00:00,16504.56,16505.08,16501.79,16503.75,372
2024-01-02T18:39:00+00:00,16502.64,16504.7,16501.56,16501.99,447
2024-01-02T18:40:00+00:00,16500.36,16501.79,16498.46,16501.35,446
2024-01-02T18:41:00+00:00,16500.32,16500.45,16499.5,16499.78,408
2024-01-02T18:42:00+00:00,16500.5,16501.13,16499.8,16500.25,446
2024-01-02T18:43:00+00:00,16497.89,16499.11,16496.32,16497.99,411
2024-01-02T18:44:00+00:00,16499.74,16501.32,16497.88,16498.91,138
2024-01-02T18:45:00+00:00,16498.27,16501.04,16497.75,16499.32,494
2024-01-02T18:46:00+00:00,16497.59,16499.79,16497.27,16498.25,335
2024-01-02T18:47:00+00:00,16499.49,16503.63,16499.26,16501.58,410
2024-01-02T18:48:00+00:00,16501.87,16502.89,16498.6,16500.55,190
2024-01-02T18:49:00+00:00,16499.16,16502.72,16498.48,16500.26,252
2024-01-02T18:50:00+00:00,16499.86,16502.58,16499.42,16501.64,227
2024-01-02T18:51:00+00:00,16505.43,16505.45,16503.22,16504.05,473
2024-01-02T18:52:00+00:00,16499.62,16500.5,16498.43,16499.88,174
2024-01-02T18:53:00+00:00,16499.68,16499.82,16497.85,16498.72,101
2024-01-02T18:54:00+00:00,16496.1,16497.71,16494.58,16496.49,130
2024-01-02T18:55:00+00:00,16494.24,16497.5,16493.29,16496.51,152
2024-01-02T18:56:00+00:00,16495.09,16496.02,16494.89,16495.61,168
2024-01-02T18:57:00+00:00,16491.68,16494.98,16490.66,16492.53,139
2024-01-02T18:58:00+00:00,16490.12,16490.25,16488.55,16489.64,145
2024-01-02T18:59:00+00:00,16488.09,16490.29,16484.65,16485.75,54
2024-01-02T19:00:00+00:00,16486.54,16487.01,16484.55,16486.2,318
2024-01-02T19:01:00+00:00,16484.79,16487.3,16483.7,16486.5,148
2024-01-02T19:02:00+00:00,16486.5,16488.69,16486.46,16486.97,222
2024-01-02T19:03:00+00:00,16486.99,16487.02,16485.14,16485.88,488
2024-01-02T19:04:00+00:00,16484.9,16485.37,16484.45,16484.88,121
2024-01-02T19:05:00+00:00,16484.34,16487.38,16484.29,16486.2,278
2024-01-02T19:06:00+00:00,16484.35,16487.55,16482.6,16485.72,404
2024-01-02T19:07:00+00:00,16486.38,16488.02,16486.23,16487.33,401
2024-01-02T19:08:00+00:00,16482.02,16483.02,16479.9,16481.87,201
2024-01-02T19:09:00+00:00,16484.71,16486.73,16484.35,16485.41,282
2024-01-02T19:10:00+00:00,16484.05,16485.0,16482.58,16484.24,390
2024-01-02T19:11:00+00:00,16486.0,16486.68,16482.94,16484.4,453
2024-01-02T19:12:00+00:00,16487.73,16488.19,16486.88,16487.27,330
2024-01-02T19:13:00+00:00,16487.46,16488.16,16486.64,16486.8,487
2024-01-02T19:14:00+00:00,16486.04,16487.87,16484.83,16486.34,464
2024-01-02T19:15:00+00:00,16487.73,16489.06,16486.72,16487.5,336
2024-01-02T19:16:00+00:00,16484.15,16485.34,16482.93,16483.73,346
2024-01-02T19:17:00+00:00,16481.48,16481.94,16479.72,16481.15,80
2024-01-02T19:18:00+00:00,16481.41,16481.8,16479.69,16481.68,442
2024-01-02T19:19:00+00:00,16482.66,16483.79,16482.23,16482.49,245
2024-01-02T19:20:00+00:00,16479.64,16479.98,16476.55,16478.94,118
2024-01-02T19:21:00+00:00,16477.86,16478.51,16476.36,16477.7,320
2024-01-02T19:22:00+00:00,16483.49,16485.23,16481.37,16482.69,418
2024-01-02T19:23:00+00:00,16480.97,16481.96,16480.16,16481.56,227
2024-01-02T19:24:00+00:00,16482.9,16484.81,16481.17,16483.37,364
2024-01-02T19:25:00+00:00,16483.26,16484.07,16481.59,16481.67,101
2024-01-02T19:26:00+00:00,16480.88,16483.03,16480.63,16480.64,274
2024-01-02T19:27:00+00:00,16481.95,16482.66,16481.65,16482.39,307
